rank,zone,n_tickets,w_tickets,lat,lon,sev_mean,junction_share,veh_mean,n_days,n_hours,approved_share,rejected_share,top_violation,top_vehicle,police_station,junction_name,address,peak_hour,peak_dow,persistence,c_volume,c_severity,c_junction,c_vehicle,c_persistence,CIS,tier
64,200_199,1844,1568.0,12.969981960394934,77.57575485716585,0.5180315,0.6073752711496746,0.42802063,140,16,0.3975054229934924,0.19956616052060738,WRONG PARKING,SCOOTER,City Market,BTP043 - Upparpet Junction,"AS Char Main Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",9,Monday,0.8266666666666667,0.82768905,0.12369365,0.6073752711496746,0.26366037,0.8423645320197044,55.269212201957,High
65,199_198,487,420.25,12.968395101437372,77.5747959856263,0.55112934,0.9958932238193019,0.5162834,82,14,0.4188911704312115,0.18275154004106775,NO PARKING,PASSENGER AUTO,Chamarajpet,"BTP083 - AS Char Street, Mysore Road","AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",10,Sunday,0.5613333333333334,0.5919731,0.18387158,0.9958932238193019,0.43075517,0.5622800844475722,55.16406499575418,High
66,195_199,400,348.25,12.963451687500001,77.57642448775,0.56455004,1.0,0.49782503,76,19,0.2875,0.1725,WRONG PARKING,CAR,V.V.Puram (C.Pet),BTP082 - KR Market Junction,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",22,Thursday,0.6206666666666667,0.55837363,0.20827286,1.0,0.3958107,0.6249120337790289,54.95712640685443,High
67,215_181,210,172.5,12.989964324285715,77.55062550666666,0.6500476,1.0,0.6119524,56,13,0.29523809523809524,0.23809523809523808,WRONG PARKING,CAR,Rajajinagar,"BTP170 - Dr. Bheem Rao Palace, Chord Road","Chord Road, Shivanahalli Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2,Tuesday,0.44066666666666665,0.4329641,0.36372295,1.0,0.6118712,0.4349049964813511,54.71457962122373,High
68,174_223,41,40.25,12.935424365853658,77.60887169268292,0.895122,1.0,0.62731713,18,8,0.6341463414634146,0.024390243902439025,PARKING IN A MAIN ROAD,CAR,Mico Layout,BTP136 - Hosur-Tavarkere Road Junction,"Hosur Road, Krishna Nagar Industrial Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",2,Thursday,0.2053333333333333,0.17545792,0.8093127,1.0,0.6409589,0.18648838845883178,54.64831842462166,High
69,217_182,350,323.0,12.992996238857144,77.55267363714286,0.5485714,1.0,0.6673143,58,10,0.39714285714285713,0.10285714285714286,WRONG PARKING,CAR,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","17th Main Road, KPTCL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,Thursday,0.39866666666666667,0.5449214,0.1792208,1.0,0.7166796,0.39057002111189304,54.62526432115959,High
70,198_201,569,510.5,12.96745763536931,77.57849083800907,0.5549209,1.0,0.367645,96,15,0.43233743409490333,0.13708260105448156,WRONG PARKING,SCOOTER,City Market,BTP082 - KR Market Junction,"Avenue Road, Avenue Circle, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",10,Tuesday,0.634,0.62677044,0.19076535,1.0,0.14936015,0.6389866291344124,54.589567302525,High
71,195_204,405,351.0,12.963928671604938,77.58284769777778,0.52925926,1.0,0.5642222,88,15,0.345679012345679,0.17777777777777778,WRONG PARKING,CAR,Halasuru Gate,"BTP080 - NR Road, SP Road Junction","Silver Jubilee Park Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",10,Saturday,0.602,0.5597795,0.1441078,1.0,0.52151066,0.6052076002814919,54.46216166601434,High
72,206_195,204,170.25,12.978085774509804,77.57076953284313,0.6796568,1.0,0.542549,46,14,0.3333333333333333,0.22058823529411764,NO PARKING,PASSENGER AUTO,Chamarajpet,BTP048 - Shanthala Junction,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",8,Monday,0.41733333333333333,0.43062428,0.41755784,1.0,0.48048,0.41027445460942996,54.41833854869878,High
73,222_181,539,475.1,12.999928136734693,77.55056799016697,0.5242115,1.0,0.51231915,79,13,0.4749536178107607,0.15584415584415584,WRONG PARKING,CAR,Malleshwaram,"BTP182 - 19th Main Junction, Rajajinagar","19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,Wednesday,0.5326666666666666,0.61391425,0.1349301,1.0,0.42325026,0.5320197044334976,54.41295072289524,High
74,214_181,132,116.25,12.989365120658714,77.55046981272629,0.705303,1.0,0.6141667,42,13,0.32575757575757575,0.1590909090909091,WRONG PARKING,CAR,Rajajinagar,"BTP170 - Dr. Bheem Rao Palace, Chord Road","Chord Road, Shivanahalli Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",10,Sunday,0.3846666666666667,0.36271915,0.46418732,1.0,0.61606306,0.37579169598874035,54.218400168186086,High
75,186_173,88,77.5,12.951652820454546,77.54010656022727,0.7335228,1.0,0.66238636,37,15,0.4431818181818182,0.1590909090909091,PARKING IN A MAIN ROAD,CAR,Byatarayanapura,BTP096 - Gali Anjaneya Temple,"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)",1,Sunday,0.398,0.29079983,0.51549596,1.0,0.70735025,0.38986629134412387,54.037558574080045,High
76,195_203,424,368.35,12.963395966374376,77.5812730871778,0.55648583,1.0,0.52525944,67,13,0.3490566037735849,0.1721698113207547,WRONG PARKING,SCOOTER,City Market,"BTP080 - NR Road, SP Road Junction","Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",9,Tuesday,0.48466666666666663,0.56840414,0.19361065,1.0,0.44774818,0.48135116115411675,54.02540417166557,High
77,201_215,675,624.0,12.971407937037037,77.59778603688889,0.47037038,1.0,0.4772889,98,14,0.5007407407407407,0.10074074074074074,NO PARKING,CAR,Cubbon Park,BTP063 - Siddalingaiah Circle,"Walton Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",11,Thursday,0.6253333333333333,0.66269416,0.03703713,1.0,0.3569327,0.629838142153413,53.98793186601789,High
78,204_188,497,440.6,12.975728169818913,77.5606274830986,0.55674046,1.0,0.3835815,94,15,0.41851106639839036,0.1488933601609658,WRONG PARKING,SCOOTER,Magadi Road,BTP074 - Leprosy Hospital Junction,"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",10,Saturday,0.626,0.60043,0.19407362,1.0,0.17953035,0.6305418719211823,53.967612308124316,High
79,202_202,742,612.85,12.9731564041779,77.57972311266847,0.50202155,1.0,0.39796498,96,15,0.5646900269541779,0.23045822102425875,NO PARKING,SCOOTER,Upparpet,BTP038 - Mysore Bank Junction,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",10,Sunday,0.634,0.65946734,0.0945847,1.0,0.20676048,0.6389866291344124,53.90344501173492,High
80,207_202,519,457.35,12.979042814199785,77.57979781286231,0.48285162,1.0,0.5306551,96,14,0.47398843930635837,0.15606936416184972,NO PARKING,CAR,Upparpet,BTP058 - Subbanna Junction,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1,Thursday,0.6173333333333334,0.60710347,0.059730295,1.0,0.45796296,0.621393384940183,53.53544163114583,High
81,213_171,324,296.7,12.987819985414944,77.53739727626605,0.58540124,1.0,0.4678704,69,16,0.33641975308641975,0.10493827160493827,WRONG PARKING,CAR,Kamakshipalya,BTP208 - Havanur Circle,"1st Main Road, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",10,Wednesday,0.5426666666666666,0.52974606,0.24618411,1.0,0.33910206,0.5425756509500352,53.51249107261261,High
82,210_220,192,157.5,12.984110790104166,77.60488701822916,0.6645833,1.0,0.49739584,60,17,0.3333333333333333,0.23958333333333334,WRONG PARKING,CAR,Shivajinagar,BTP211 - Central Street Junction,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",10,Sunday,0.5233333333333334,0.4167552,0.39015153,1.0,0.3949982,0.5221674876847291,53.511878090539,High
83,223_181,448,398.65,13.001085647321428,77.55042000602678,0.5247768,1.0,0.52723217,80,12,0.5245535714285714,0.13616071428571427,WRONG PARKING,CAR,Malleshwaram,"BTP026 - 1st Block Junction, Rajajinagar","19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",7,Sunday,0.52,0.5825375,0.13595791,1.0,0.45148286,0.5186488388458832,53.489076329747775,High
84,168_214,44,42.5,12.926986759090909,77.59705250909091,0.8545454,1.0,0.64318186,9,10,0.13636363636363635,0.045454545454545456,PARKING IN A MAIN ROAD,CAR,Jayanagara,"BTP127 - Sagar Hospital, Jayanagar","East End A Main Road, NAL Layout, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",3,Saturday,0.2026666666666667,0.18497816,0.7355371,1.0,0.6709932,0.1836734693877551,53.40933067762121,High
85,209_224,1811,1566.8,12.982271106847046,77.61048929928216,0.51802874,0.48812810601877415,0.4686527,134,15,0.34897846493649914,0.1778023191606847,WRONG PARKING,PASSENGER AUTO,Shivajinagar,No Junction,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",10,Monday,0.7859999999999999,0.82755184,0.12368867,0.48812810601877415,0.34058306,0.7994370161857846,53.21929422893533,High
86,230_180,293,255.5,13.010422158020477,77.54987979419796,0.5341297,1.0,0.6310239,72,14,0.27303754266211605,0.17064846416382254,WRONG PARKING,CAR,Malleshwaram,BTP023 - Mahalaxmi Layout Entrance,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",6,Sunday,0.5213333333333333,0.5030445,0.1529631,1.0,0.64797634,0.5200562983814215,53.11096018559071,High
87,209_223,607,483.1,12.982135245304777,77.60915376935749,0.55107087,1.0,0.31476113,97,15,0.3986820428336079,0.2602965403624382,WRONG PARKING,SCOOTER,Shivajinagar,BTP051 - Safina Plaza Junction,"Commercial Street, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",11,Saturday,0.6379999999999999,0.61690134,0.18376526,1.0,0.049242973,0.6432090077410274,53.11019924641662,High
88,181_196,503,454.7,12.944780053081837,77.57120720248187,0.5322068,1.0,0.37934396,102,13,0.36779324055666,0.12326043737574553,WRONG PARKING,SCOOTER,Basavanagudi,BTP108 - Tagore Park Junction,"Sri DV Gundappa Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",11,Sunday,0.6246666666666667,0.6060641,0.14946692,1.0,0.17150806,0.6291344123856439,52.95534058936061,High
89,202_181,1329,1044.45,12.973432191798345,77.55101388081263,0.46042135,1.0,0.30550793,80,14,0.42437923250564336,0.27915726109857036,NO PARKING,SCOOTER,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road","1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",12,Monday,0.5533333333333333,0.7549127,0.018947989,1.0,0.031725258,0.553835327234342,52.75124814324303,High
90,203_181,1072,863.05,12.973731326492537,77.55121899906717,0.4676772,1.0,0.32220152,93,14,0.3917910447761194,0.25652985074626866,NO PARKING,SCOOTER,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road","G Narayana Kumar Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",11,Monday,0.6053333333333334,0.7207514,0.032140445,1.0,0.06332876,0.6087262491203379,52.75036037012143,High
91,359_274,1966,1711.6,13.184263213580875,77.67971453051881,0.60958797,0.0,0.66245675,140,18,0.3463886063072228,0.17192268565615462,NO PARKING,CAR,Chikkajala,No Junction,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",1,Sunday,0.86,0.84338725,0.29015997,0.0,0.70748353,0.8775510204081632,52.62289748812208,High
92,203_178,727,616.6,12.97442438688915,77.54678151579536,0.5301926,1.0,0.32155433,51,18,0.42916093535075656,0.20082530949105915,WRONG PARKING,SCOOTER,Vijayanagara,BTP069 - MC Circle,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",4,Tuesday,0.504,0.66055906,0.14580481,1.0,0.062103536,0.501759324419423,52.40331650908217,High
93,202_203,399,355.5,12.972879181453635,77.58114203007518,0.5228571,1.0,0.46686718,81,16,0.46867167919799496,0.14536340852130325,WRONG PARKING,SCOOTER,Upparpet,BTP038 - Mysore Bank Junction,"Kempegowda Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",9,Wednesday,0.5906666666666667,0.5620566,0.13246757,1.0,0.3372028,0.593244194229416,52.288140274484675,High
94,207_197,219,185.25,12.979394452511416,77.57291234383561,0.5383562,1.0,0.6505479,77,16,0.45662100456621,0.2054794520547945,WRONG PARKING,CAR,Upparpet,BTP057 - Anand Rao Junction,"Dhanvanthri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1,Sunday,0.5746666666666667,0.44567555,0.16064766,1.0,0.6849383,0.5763546798029557,52.227766934433596,High
95,195_205,445,379.0,12.963804233707865,77.58398745797753,0.5185393,1.0,0.42894384,100,14,0.3056179775280899,0.19775280898876405,WRONG PARKING,SCOOTER,Halasuru Gate,"BTP080 - NR Road, SP Road Junction","Silver Jubilee Park Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",10,Wednesday,0.6333333333333333,0.5734998,0.12461699,1.0,0.26540816,0.6382828993666432,52.22482804762151,High
96,217_183,370,313.0,12.993048658648648,77.55381952810811,0.5448649,1.0,0.638973,34,7,0.3837837837837838,0.20540540540540542,WRONG PARKING,CAR,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1,Thursday,0.25266666666666665,0.5393016,0.17248167,1.0,0.6630252,0.2364532019704433,52.18237992724761,High
97,188_176,467,315.35,12.953907021092286,77.5436154224197,0.5678801,1.0,0.38494647,83,16,0.3511777301927195,0.430406852248394,WRONG PARKING,SCOOTER,Byatarayanapura,"BTP095 - Satellite Bus Stand, Mysore Road","Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",1,Thursday,0.5986666666666667,0.5406382,0.21432748,1.0,0.18211445,0.6016889514426461,52.1185582522552,High
98,211_183,579,498.75,12.985052711255749,77.55365335559416,0.4972366,1.0,0.40362698,87,13,0.30569948186528495,0.1848013816925734,NO PARKING,SCOOTER,Rajajinagar,BTP061 - Bhashyam Circle,"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",7,Wednesday,0.5646666666666667,0.6226046,0.08588481,1.0,0.2174795,0.565798733286418,51.771064213438414,High
99,175_228,509,464.75,12.93616553555992,77.61589655206288,0.48722985,0.9980353634577603,0.41133597,73,20,0.5206286836935167,0.11591355599214145,NO PARKING,SCOOTER,Adugodi,BTP135 - UCO Bank Junction,"20th Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",9,Sunday,0.6253333333333333,0.60997444,0.06769071,0.9980353634577603,0.2320738,0.629838142153413,51.621200132480396,High
100,204_204,243,220.5,12.975552749382716,77.5826021946502,0.5323045,1.0,0.61329216,70,13,0.5555555555555556,0.12345679012345678,WRONG PARKING,CAR,Upparpet,BTP038 - Mysore Bank Junction,"Palace Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",7,Thursday,0.49666666666666665,0.4767465,0.14964464,1.0,0.6144075,0.49401829697396193,51.511499614288994,High
101,230_181,259,228.25,13.01102517953668,77.55060810965252,0.5237452,1.0,0.60459465,75,13,0.33976833976833976,0.1583011583011583,WRONG PARKING,CAR,Malleshwaram,BTP023 - Mahalaxmi Layout Entrance,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",6,Saturday,0.5166666666666666,0.4829112,0.1340822,1.0,0.59794176,0.5151301900070372,51.38466691426582,High
102,203_202,459,424.35,12.973611934640523,77.57941368278867,0.5076253,1.0,0.37749457,94,15,0.43137254901960786,0.09803921568627451,NO PARKING,SCOOTER,Upparpet,BTP044 - Sagar Theatre Junction,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",9,Sunday,0.626,0.5937093,0.104773305,1.0,0.1680069,0.6305418719211823,51.38464409546019,High
103,225_180,296,277.1,13.003622460472974,77.54992493581081,0.5327703,1.0,0.5158446,70,14,0.5912162162162162,0.08108108108108109,WRONG PARKING,CAR,Malleshwaram,"BTP026 - 1st Block Junction, Rajajinagar","19th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",7,Thursday,0.5133333333333333,0.5175377,0.15049146,1.0,0.42992446,0.5116115411681914,51.29146722511747,High
104,221_181,336,299.25,12.998374643154762,77.55098415565476,0.5353274,1.0,0.47479168,78,13,0.38095238095238093,0.14583333333333334,WRONG PARKING,CAR,Malleshwaram,"BTP182 - 19th Main Junction, Rajajinagar","19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",6,Friday,0.5286666666666666,0.531275,0.15514074,1.0,0.35220507,0.5277973258268824,51.27316705263853,High
105,199_171,527,433.25,12.968706648868261,77.53709397792774,0.53377604,1.0,0.3380076,86,12,0.3927893738140417,0.23719165085388993,WRONG PARKING,SCOOTER,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar","1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",5,Saturday,0.544,0.59742135,0.15232013,1.0,0.09325206,0.5439831104855736,51.09010287819405,High
106,228_286,1329,1159.95,13.00819718081264,77.69575761211438,0.6830098,0.0,0.48258844,137,24,0.2219714070729872,0.16779533483822423,WRONG PARKING,PASSENGER AUTO,K.R. Pura,No Junction,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",0,Sunday,0.948,0.7736971,0.4236542,0.0,0.36696553,0.9704433497536945,51.04484122668581,High
107,203_198,259,216.25,12.974390307335907,77.57457134980694,0.53648645,1.0,0.5535908,69,16,0.4362934362934363,0.22007722007722008,WRONG PARKING,CAR,Upparpet,BTP043 - Upparpet Junction,"Dharmambudi Kere Road, Upparpet Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",8,Sunday,0.5426666666666666,0.47327363,0.15724814,1.0,0.5013837,0.5425756509500352,50.935373614626734,High
108,208_186,378,339.0,12.980735472674755,77.55825006793776,0.5260582,1.0,0.3949471,96,13,0.4417989417989418,0.13756613756613756,NO PARKING,SCOOTER,Magadi Road,BTP010 - Rajajinagar Entrance,"80 Feet Ring Road, SSI Industrial Area, Block 5, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",12,Tuesday,0.6006666666666667,0.5535619,0.1382877,1.0,0.2010472,0.6038001407459536,50.880333524719035,High
109,195_201,340,295.75,12.963747795294118,77.57855156235294,0.545,1.0,0.45217648,63,14,0.3088235294117647,0.17352941176470588,WRONG PARKING,SCOOTER,City Market,BTP082 - KR Market Junction,"BGS Flyover, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",0,Sunday,0.4853333333333334,0.52917314,0.17272736,1.0,0.30939108,0.482054890921886,50.75370339533861,High
110,202_200,444,403.5,12.973059905730961,77.57743345229285,0.5063063,1.0,0.37590092,92,14,0.4166666666666667,0.12162162162162163,WRONG PARKING,SCOOTER,City Market,BTP044 - Sagar Theatre Junction,"Hospital Road, Kempegowda Maharaja Complex, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",9,Sunday,0.6013333333333333,0.5846998,0.102375135,1.0,0.16498987,0.6045038705137227,50.71880963202998,High
111,221_183,418,367.0,12.998285750717704,77.55328066507177,0.5420335,1.0,0.36074165,72,14,0.41626794258373206,0.16267942583732056,WRONG PARKING,SCOOTER,Malleshwaram,BTP008 - Navarang Theatre,"5th Cross Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",11,Sunday,0.5213333333333333,0.5677478,0.16733368,1.0,0.13629106,0.5200562983814215,50.61798744282457,High
112,228_285,1605,1421.7,13.00821818222169,77.69492224095595,0.6401869,0.0,0.47301558,144,24,0.28473520249221185,0.15077881619937694,WRONG PARKING,SCOOTER,K.R. Pura,No Junction,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",0,Saturday,0.976,0.81014305,0.3457944,0.0,0.34884265,1.0,50.48829302191734,High
113,204_189,289,247.75,12.975643509017248,77.56161547239748,0.5631488,1.0,0.4233564,74,14,0.314878892733564,0.1903114186851211,WRONG PARKING,SCOOTER,Magadi Road,BTP074 - Leprosy Hospital Junction,"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",11,Thursday,0.5293333333333333,0.49754488,0.20572513,1.0,0.2548303,0.5285010555946517,50.39051263984411,High
114,203_176,529,404.5,12.973941236672967,77.54460265066163,0.53449905,1.0,0.32130435,73,15,0.4725897920604915,0.31379962192816635,WRONG PARKING,SCOOTER,Vijayanagara,BTP020 - Hosahalli Metro Station,"1st B Main Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",3,Wednesday,0.542,0.5851424,0.1536347,1.0,0.061630283,0.5418719211822661,50.355871841540846,High
